COUNTRY,Treaty Description,Treaty Name,Signature Date,"Ratification Date, Accession(a), Succession(d) Date"
Bhutan,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Bolivia (Plurinational State of),Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,12 Jul 2013 (a)
Bosnia and Herzegovina,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,07 Sep 2000,16 Mar 2001
Botswana,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Brazil,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,25 Sep 2009 (a)
Brunei Darussalam,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Bulgaria,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,11 Mar 1999,10 Aug 1999
Burkina Faso,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Burundi,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Cabo Verde,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,19 May 2000 (a)
Cambodia,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Cameroon,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Canada,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,25 Nov 2005 (a)
Central African Republic,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Chad,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Chile,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,15 Nov 2001,26 Sep 2008
China,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Colombia,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,05 Aug 1997 (a)
Comoros,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Congo,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Cook Islands,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Costa Rica,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,14 Feb 1990,05 Jun 1998
CГґte d'Ivoire,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Croatia,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,12 Oct 1995 (a)
Cuba,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Cyprus,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,10 Sep 1999 (a)
Czech Republic,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,15 Jun 2004 (a)
Democratic People's Republic of Korea,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Democratic Republic of the Congo,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Denmark,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,13 Feb 1990,24 Feb 1994
Djibouti,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,05 Nov 2002 (a)
Dominica,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Dominican Republic,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,21 Sep 2016 (a)
Ecuador,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,23 Feb 1993 (a)
Egypt,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
El Salvador,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,08 Apr 2014 (a)
Equatorial Guinea,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Eritrea,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Estonia,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,30 Jan 2004 (a)
Eswatini,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Ethiopia,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Fiji,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Finland,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,13 Feb 1990,04 Apr 1991
France,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,02 Oct 2007 (a)
Gabon,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,02 Apr 2014 (a)
Gambia,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,20 Sep 2017,28 Sep 2018
Georgia,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,22 Mar 1999 (a)
Germany,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,13 Feb 1990,18 Aug 1992
Ghana,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Greece,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,05 May 1997 (a)
Grenada,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Guatemala,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Guinea,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Guinea-Bissau,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,12 Sep 2000,24 Sep 2013
Guyana,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Haiti,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Holy See,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Honduras,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,10 May 1990,01 Apr 2008
Hungary,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,24 Feb 1994 (a)
Iceland,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,30 Jan 1991,02 Apr 1991
India,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Indonesia,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Iran (Islamic Republic of),Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Iraq,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Ireland,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,18 Jun 1993 (a)
Israel,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Italy,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,13 Feb 1990,14 Feb 1995
Jamaica,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Japan,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Jordan,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Kazakhstan,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,23 Sep 2020,24 Mar 2022
Kenya,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Kiribati,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Kuwait,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Kyrgyzstan,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,06 Dec 2010 (a)
Lao People's Democratic Republic,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Latvia,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,19 Apr 2013 (a)
Lebanon,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Lesotho,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Liberia,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,16 Sep 2005 (a)
Libya,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Liechtenstein,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,10 Dec 1998 (a)
Lithuania,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,08 Sep 2000,27 Mar 2002
Luxembourg,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,13 Feb 1990,12 Feb 1992
Madagascar,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,24 Sep 2012,21 Sep 2017
Malawi,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Malaysia,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Maldives,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Mali,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Malta,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,29 Dec 1994 (a)
Marshall Islands,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Mauritania,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Mauritius,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Mexico,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,26 Sep 2007 (a)
Micronesia (Federated States of),Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Monaco,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,28 Mar 2000 (a)
Mongolia,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,13 Mar 2012 (a)
Montenegro,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,23 Oct 2006 (d)
Morocco,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Mozambique,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,21 Jul 1993 (a)
Myanmar,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Namibia,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,28 Nov 1994 (a)
Nauru,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Nepal,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,04 Mar 1998 (a)
Netherlands,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,09 Aug 1990,26 Mar 1991
New Zealand,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,22 Feb 1990,22 Feb 1990
Nicaragua,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,21 Feb 1990,25 Feb 2009
Niger,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Nigeria,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Niue,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
North Macedonia,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,26 Jan 1995 (a)
Norway,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,13 Feb 1990,05 Sep 1991
Oman,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Pakistan,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Palau,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Panama,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,21 Jan 1993 (a)
Papua New Guinea,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Paraguay,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,18 Aug 2003 (a)
Peru,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Philippines,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,20 Sep 2006,20 Nov 2007
Poland,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,21 Mar 2000,25 Apr 2014
Portugal,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,13 Feb 1990,17 Oct 1990
Qatar,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Republic of Korea,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Republic of Moldova,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,20 Sep 2006 (a)
Romania,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,15 Mar 1990,27 Feb 1991
Russian Federation,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Rwanda,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,15 Dec 2008 (a)
Saint Kitts and Nevis,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Saint Lucia,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Saint Vincent and the Grenadines,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Samoa,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
San Marino,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,26 Sep 2003,17 Aug 2004
Sao Tome and Principe,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,06 Sep 2000,10 Jan 2017
Saudi Arabia,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Senegal,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Serbia,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,06 Sep 2001 (a)
Seychelles,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,15 Dec 1994 (a)
Sierra Leone,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Singapore,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Slovakia,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,22 Sep 1998,22 Jun 1999
Slovenia,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,14 Sep 1993,10 Mar 1994
Solomon Islands,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Somalia,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
South Africa,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,28 Aug 2002 (a)
South Sudan,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Spain,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,23 Feb 1990,11 Apr 1991
Sri Lanka,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
State of Palestine,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,18 Mar 2019 (a)
Sudan,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Suriname,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Sweden,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,13 Feb 1990,11 May 1990
Switzerland,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,16 Jun 1994 (a)
Syrian Arab Republic,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Tajikistan,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Thailand,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Timor-Leste,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,18 Sep 2003 (a)
Togo,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,14 Sep 2016 (a)
Tonga,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Trinidad and Tobago,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Tunisia,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
TГјrkiye,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,06 Apr 2004,02 Mar 2006
Turkmenistan,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,11 Jan 2000 (a)
Tuvalu,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Uganda,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Ukraine,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,25 Jul 2007 (a)
United Arab Emirates,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
United Kingdom of Great Britain and Northern Ireland,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,31 Mar 1999,10 Dec 1999
United Republic of Tanzania,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
United States of America,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Uruguay,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,13 Feb 1990,21 Jan 1993
Uzbekistan,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,23 Dec 2008 (a)
Vanuatu,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Venezuela (Bolivarian Republic of),Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,07 Jun 1990,22 Feb 1993
Viet Nam,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Yemen,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Zambia,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
Zimbabwe,Second Optional Protocol to the International Covenant on Civil and Political Rights aiming to the abolition of the death penalty,CCPR-OP2-DP,,
,|,,,
Command item  |,,,,
Command item,,,,
,|,,,
