COUNTRY,Treaty Description,Treaty Name,Signature Date,"Ratification Date, Accession(a), Succession(d) Date"
Denmark,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,07 Sep 2000,24 Jul 2003
Djibouti,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,14 Jun 2006,27 Apr 2011
Dominica,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,20 Sep 2002 (a)
Dominican Republic,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,06 Dec 2006 (a)
Ecuador,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,06 Sep 2000,30 Jan 2004
Egypt,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,12 Jul 2002 (a)
El Salvador,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,13 Sep 2002,17 May 2004
Equatorial Guinea,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,07 Feb 2003 (a)
Eritrea,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,16 Feb 2005 (a)
Estonia,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,24 Sep 2003,03 Aug 2004
Eswatini,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,24 Sep 2012 (a)
Ethiopia,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,25 Mar 2014 (a)
Fiji,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,16 Sep 2005,09 Mar 2021
Finland,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,07 Sep 2000,01 Jun 2012
France,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,06 Sep 2000,05 Feb 2003
Gabon,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,08 Sep 2000,01 Oct 2007
Gambia,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,21 Dec 2000,08 Apr 2010
Georgia,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,28 Jun 2005 (a)
Germany,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,06 Sep 2000,15 Jul 2009
Ghana,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,24 Sep 2003,
Greece,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,07 Sep 2000,22 Feb 2008
Grenada,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,06 Feb 2012 (a)
Guatemala,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,07 Sep 2000,09 May 2002
Guinea,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,16 Nov 2011 (a)
Guinea-Bissau,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,08 Sep 2000,01 Nov 2010
Guyana,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,30 Jul 2010 (a)
Haiti,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,15 Aug 2002,09 Sep 2014
Holy See,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,10 Oct 2000,24 Oct 2001
Honduras,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,08 May 2002 (a)
Hungary,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,11 Mar 2002,24 Feb 2010
Iceland,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,07 Sep 2000,09 Jul 2001
India,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,15 Nov 2004,16 Aug 2005
Indonesia,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,24 Sep 2001,24 Sep 2012
Iran (Islamic Republic of),Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,26 Sep 2007 (a)
Iraq,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,24 Jun 2008 (a)
Ireland,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,07 Sep 2000,
Israel,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,14 Nov 2001,23 Jul 2008
Italy,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,06 Sep 2000,09 May 2002
Jamaica,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,08 Sep 2000,26 Aug 2011
Japan,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,10 May 2002,24 Jan 2005
Jordan,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,06 Sep 2000,04 Dec 2006
Kazakhstan,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,06 Sep 2000,24 Aug 2001
Kenya,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,08 Sep 2000,
Kiribati,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,16 Sep 2015 (a)
Kuwait,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,26 Aug 2004 (a)
Kyrgyzstan,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,12 Feb 2003 (a)
Lao People's Democratic Republic,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,20 Sep 2006 (a)
Latvia,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,01 Feb 2002,22 Feb 2006
Lebanon,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,10 Oct 2001,08 Nov 2004
Lesotho,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,06 Sep 2000,24 Sep 2003
Liberia,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,22 Sep 2004,
Libya,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,18 Jun 2004 (a)
Liechtenstein,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,08 Sep 2000,30 Jan 2013
Lithuania,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,05 Aug 2004 (a)
Luxembourg,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,08 Sep 2000,02 Sep 2011
Madagascar,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,07 Sep 2000,22 Sep 2004
Malawi,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,07 Sep 2000,07 Oct 2009
Malaysia,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,12 Apr 2012 (a)
Maldives,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,10 May 2002,10 May 2002
Mali,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,16 May 2002 (a)
Malta,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,07 Sep 2000,28 Sep 2010
Marshall Islands,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,29 Jan 2019 (a)
Mauritania,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,23 Apr 2007 (a)
Mauritius,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,11 Nov 2001,14 Jun 2011
Mexico,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,07 Sep 2000,15 Mar 2002
Micronesia (Federated States of),Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,08 May 2002,23 Apr 2012
Monaco,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,26 Jun 2000,24 Sep 2008
Mongolia,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,12 Nov 2001,27 Jun 2003
Montenegro,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,23 Oct 2006 (d)
Morocco,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,08 Sep 2000,02 Oct 2001
Mozambique,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,06 Mar 2003 (a)
Myanmar,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,16 Jan 2012 (a)
Namibia,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,08 Sep 2000,16 Apr 2002
Nauru,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,08 Sep 2000,
Nepal,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,08 Sep 2000,20 Jan 2006
Netherlands,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,07 Sep 2000,23 Aug 2005
New Zealand,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,07 Sep 2000,20 Sep 2011
Nicaragua,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,02 Dec 2004 (a)
Niger,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,27 Mar 2002,26 Oct 2004
Nigeria,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,08 Sep 2000,27 Sep 2010
Niue,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,
North Macedonia,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,17 Jul 2001,17 Oct 2003
Norway,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,13 Jun 2000,02 Oct 2001
Oman,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,17 Sep 2004 (a)
Pakistan,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,26 Sep 2001,05 Jul 2011
Palau,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,
Panama,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,31 Oct 2000,09 Feb 2001
Papua New Guinea,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,
Paraguay,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,13 Sep 2000,18 Aug 2003
Peru,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,01 Nov 2000,08 May 2002
Philippines,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,08 Sep 2000,28 May 2002
Poland,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,13 Feb 2002,04 Feb 2005
Portugal,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,06 Sep 2000,16 May 2003
Qatar,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,14 Dec 2001 (a)
Republic of Korea,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,06 Sep 2000,24 Sep 2004
Republic of Moldova,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,08 Feb 2002,12 Apr 2007
Romania,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,06 Sep 2000,18 Oct 2001
Russian Federation,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,26 Sep 2012,24 Sep 2013
Rwanda,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,14 Mar 2002 (a)
Saint Kitts and Nevis,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,
Saint Lucia,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,22 Sep 2011,08 Oct 2013
Saint Vincent and the Grenadines,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,15 Sep 2005 (a)
Samoa,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,29 Apr 2016 (a)
San Marino,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,05 Jun 2000,26 Sep 2011
Sao Tome and Principe,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,
Saudi Arabia,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,18 Aug 2010 (a)
Senegal,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,08 Sep 2000,05 Nov 2003
Serbia,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,08 Oct 2001,10 Oct 2002
Seychelles,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,23 Jan 2001,11 Dec 2012
Sierra Leone,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,08 Sep 2000,17 Sep 2001
Singapore,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,
Slovakia,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,30 Nov 2001,25 Jun 2004
Slovenia,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,08 Sep 2000,23 Sep 2004
Solomon Islands,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,24 Sep 2009,
Somalia,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,
South Africa,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,30 Jun 2003 (a)
South Sudan,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,27 Sep 2018 (a)
Spain,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,06 Sep 2000,18 Dec 2001
Sri Lanka,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,08 May 2002,22 Sep 2006
State of Palestine,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,29 Dec 2017 (a)
Sudan,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,02 Nov 2004 (a)
Suriname,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,10 May 2002,18 May 2012
Sweden,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,08 Sep 2000,19 Jan 2007
Switzerland,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,07 Sep 2000,19 Sep 2006
Syrian Arab Republic,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,15 May 2003 (a)
Tajikistan,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,05 Aug 2002 (a)
Thailand,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,11 Jan 2006 (a)
Timor-Leste,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,16 Apr 2003 (a)
Togo,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,15 Nov 2001,02 Jul 2004
Tonga,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,
Trinidad and Tobago,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,
Tunisia,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,22 Apr 2002,13 Sep 2002
TГјrkiye,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,08 Sep 2000,19 Aug 2002
Turkmenistan,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,28 Mar 2005 (a)
Tuvalu,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,
Uganda,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,30 Nov 2001 (a)
Ukraine,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,07 Sep 2000,03 Jul 2003
United Arab Emirates,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,02 Mar 2016 (a)
United Kingdom of Great Britain and Northern Ireland,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,07 Sep 2000,20 Feb 2009
United Republic of Tanzania,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,24 Apr 2003 (a)
United States of America,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,05 Jul 2000,23 Dec 2002
Uruguay,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,07 Sep 2000,03 Jul 2003
Uzbekistan,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,23 Dec 2008 (a)
Vanuatu,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,16 Sep 2005,17 May 2007
Venezuela (Bolivarian Republic of),Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,07 Sep 2000,08 May 2002
Viet Nam,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,08 Sep 2000,20 Dec 2001
Yemen,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,15 Dec 2004 (a)
Zambia,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,29 Sep 2008,
Zimbabwe,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,14 Feb 2012 (a)
,|,,,
Command item  |,,,,
Command item,,,,
,|,,,
