COUNTRY,Treaty Description,Treaty Name,Signature Date,"Ratification Date, Accession(a), Succession(d) Date"
Ireland,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,21 Mar 1968,29 Dec 2000
Israel,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,07 Mar 1966,03 Jan 1979
Italy,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,13 Mar 1968,05 Jan 1976
Jamaica,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,14 Aug 1966,04 Jun 1971
Japan,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,15 Dec 1995 (a)
Jordan,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,30 May 1974 (a)
Kazakhstan,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,26 Aug 1998 (a)
Kenya,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,13 Sep 2001 (a)
Kiribati,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,
Kuwait,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,15 Oct 1968 (a)
Kyrgyzstan,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,05 Sep 1997 (a)
Lao People's Democratic Republic,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,22 Feb 1974 (a)
Latvia,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,14 Apr 1992 (a)
Lebanon,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,12 Nov 1971 (a)
Lesotho,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,04 Nov 1971 (a)
Liberia,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,05 Nov 1976 (a)
Libya,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,03 Jul 1968 (a)
Liechtenstein,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,01 Mar 2000 (a)
Lithuania,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,08 Jun 1998,10 Dec 1998
Luxembourg,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,12 Dec 1967,01 May 1978
Madagascar,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,18 Dec 1967,07 Feb 1969
Malawi,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,11 Jun 1996 (a)
Malaysia,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,
Maldives,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,24 Apr 1984 (a)
Mali,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,16 Jul 1974 (a)
Malta,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,05 Sep 1968,27 May 1971
Marshall Islands,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,11 Apr 2019 (a)
Mauritania,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,21 Dec 1966,13 Dec 1988
Mauritius,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,30 May 1972 (a)
Mexico,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,01 Nov 1966,20 Feb 1975
Micronesia (Federated States of),International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,
Monaco,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,27 Sep 1995 (a)
Mongolia,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,03 May 1966,06 Aug 1969
Montenegro,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,23 Oct 2006 (d)
Morocco,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,18 Sep 1967,18 Dec 1970
Mozambique,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,18 Apr 1983 (a)
Myanmar,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,
Namibia,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,11 Nov 1982 (a)
Nauru,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,12 Nov 2001,
Nepal,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,30 Jan 1971 (a)
Netherlands,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,24 Oct 1966,10 Dec 1971
New Zealand,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,25 Oct 1966,22 Nov 1972
Nicaragua,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,15 Feb 1978 (a)
Niger,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,14 Mar 1966,27 Apr 1967
Nigeria,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,16 Oct 1967 (a)
Niue,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,
North Macedonia,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,18 Jan 1994 (d)
Norway,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,21 Nov 1966,06 Aug 1970
Oman,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,02 Jan 2003 (a)
Pakistan,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,19 Sep 1966,21 Sep 1966
Palau,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,20 Sep 2011,
Panama,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,08 Dec 1966,16 Aug 1967
Papua New Guinea,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,27 Jan 1982 (a)
Paraguay,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,13 Sep 2000,18 Aug 2003
Peru,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,22 Jul 1966,29 Sep 1971
Philippines,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,07 Mar 1966,15 Sep 1967
Poland,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,07 Mar 1966,05 Dec 1968
Portugal,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,24 Aug 1982 (a)
Qatar,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,22 Jul 1976 (a)
Republic of Korea,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,08 Aug 1978,05 Dec 1978
Republic of Moldova,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,26 Jan 1993 (a)
Romania,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,15 Sep 1970 (a)
Russian Federation,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,07 Mar 1966,04 Feb 1969
Rwanda,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,16 Apr 1975 (a)
Saint Kitts and Nevis,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,13 Oct 2006 (a)
Saint Lucia,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,14 Feb 1990 (d)
Saint Vincent and the Grenadines,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,09 Nov 1981 (a)
Samoa,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,
San Marino,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,11 Dec 2001,12 Mar 2002
Sao Tome and Principe,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,06 Sep 2000,10 Jan 2017
Saudi Arabia,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,23 Sep 1997 (a)
Senegal,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,22 Jul 1968,19 Apr 1972
Serbia,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,12 Mar 2001 (d)
Seychelles,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,07 Mar 1978 (a)
Sierra Leone,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,17 Nov 1966,02 Aug 1967
Singapore,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,19 Oct 2015,27 Nov 2017
Slovakia,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,28 May 1993 (d)
Slovenia,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,06 Jul 1992 (d)
Solomon Islands,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,17 Mar 1982 (d)
Somalia,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,26 Jan 1967,26 Aug 1975
South Africa,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,03 Oct 1994,10 Dec 1998
South Sudan,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,
Spain,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,13 Sep 1968 (a)
Sri Lanka,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,18 Feb 1982 (a)
State of Palestine,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,02 Apr 2014 (a)
Sudan,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,21 Mar 1977 (a)
Suriname,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,15 Mar 1984 (d)
Sweden,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,05 May 1966,06 Dec 1971
Switzerland,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,29 Nov 1994 (a)
Syrian Arab Republic,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,21 Apr 1969 (a)
Tajikistan,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,11 Jan 1995 (a)
Thailand,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,28 Jan 2003 (a)
Timor-Leste,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,16 Apr 2003 (a)
Togo,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,01 Sep 1972 (a)
Tonga,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,16 Feb 1972 (a)
Trinidad and Tobago,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,09 Jun 1967,04 Oct 1973
Tunisia,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,12 Apr 1966,13 Jan 1967
TГјrkiye,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,13 Oct 1972,16 Sep 2002
Turkmenistan,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,29 Sep 1994 (a)
Tuvalu,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,
Uganda,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,21 Nov 1980 (a)
Ukraine,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,07 Mar 1966,07 Mar 1969
United Arab Emirates,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,20 Jun 1974 (a)
United Kingdom of Great Britain and Northern Ireland,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,11 Oct 1966,07 Mar 1969
United Republic of Tanzania,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,27 Oct 1972 (a)
United States of America,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,28 Sep 1966,21 Oct 1994
Uruguay,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,21 Feb 1967,30 Aug 1968
Uzbekistan,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,28 Sep 1995 (a)
Vanuatu,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,
Venezuela (Bolivarian Republic of),International Convention on the Elimination of All Forms of Racial Discrimination,CERD,21 Apr 1967,10 Oct 1967
Viet Nam,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,09 Jun 1982 (a)
Yemen,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,18 Oct 1972 (a)
Zambia,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,11 Oct 1968,04 Feb 1972
Zimbabwe,International Convention on the Elimination of All Forms of Racial Discrimination,CERD,,13 May 1991 (a)
,|,,,
Command item  |,,,,
Command item,,,,
,|,,,
