COUNTRY,Treaty Description,Treaty Name,Signature Date,"Ratification Date, Accession(a), Succession(d) Date"
Chile,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,23 Sep 1987,30 Sep 1988
China,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,12 Dec 1986,04 Oct 1988
Colombia,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,10 Apr 1985,08 Dec 1987
Comoros,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,22 Sep 2000,25 May 2017
Congo,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,30 Jul 2003 (a)
Cook Islands,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,
Costa Rica,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,04 Feb 1985,11 Nov 1993
CГґte d'Ivoire,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,18 Dec 1995 (a)
Croatia,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,12 Oct 1992 (d)
Cuba,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,27 Jan 1986,17 May 1995
Cyprus,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,09 Oct 1985,18 Jul 1991
Czech Republic,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,22 Feb 1993 (d)
Democratic People's Republic of Korea,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,
Democratic Republic of the Congo,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,18 Mar 1996 (a)
Denmark,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,04 Feb 1985,27 May 1987
Djibouti,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,05 Nov 2002 (a)
Dominica,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,
Dominican Republic,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,04 Feb 1985,24 Jan 2012
Ecuador,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,04 Feb 1985,30 Mar 1988
Egypt,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,25 Jun 1986 (a)
El Salvador,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,17 Jun 1996 (a)
Equatorial Guinea,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,08 Oct 2002 (a)
Eritrea,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,25 Sep 2014 (a)
Estonia,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,21 Oct 1991 (a)
Eswatini,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,26 Mar 2004 (a)
Ethiopia,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,14 Mar 1994 (a)
Fiji,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,01 Mar 2016,14 Mar 2016
Finland,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,04 Feb 1985,30 Aug 1989
France,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,04 Feb 1985,18 Feb 1986
Gabon,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,21 Jan 1986,08 Sep 2000
Gambia,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,23 Oct 1985,28 Sep 2018
Georgia,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,26 Oct 1994 (a)
Germany,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,13 Oct 1986,01 Oct 1990
Ghana,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,07 Sep 2000,07 Sep 2000
Greece,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,04 Feb 1985,06 Oct 1988
Grenada,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,26 Sep 2019 (a)
Guatemala,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,05 Jan 1990 (a)
Guinea,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,30 May 1986,10 Oct 1989
Guinea-Bissau,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,12 Sep 2000,24 Sep 2013
Guyana,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,25 Jan 1988,19 May 1988
Haiti,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,16 Aug 2013,
Holy See,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,26 Jun 2002 (a)
Honduras,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,05 Dec 1996 (a)
Hungary,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,28 Nov 1986,15 Apr 1987
Iceland,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,04 Feb 1985,23 Oct 1996
India,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,14 Oct 1997,
Indonesia,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,23 Oct 1985,28 Oct 1998
Iran (Islamic Republic of),Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,
Iraq,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,07 Jul 2011 (a)
Ireland,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,28 Sep 1992,11 Apr 2002
Israel,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,22 Oct 1986,03 Oct 1991
Italy,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,04 Feb 1985,12 Jan 1989
Jamaica,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,
Japan,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,29 Jun 1999 (a)
Jordan,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,13 Nov 1991 (a)
Kazakhstan,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,26 Aug 1998 (a)
Kenya,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,21 Feb 1997 (a)
Kiribati,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,22 Jul 2019 (a)
Kuwait,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,08 Mar 1996 (a)
Kyrgyzstan,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,05 Sep 1997 (a)
Lao People's Democratic Republic,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,21 Sep 2010,26 Sep 2012
Latvia,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,14 Apr 1992 (a)
Lebanon,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,05 Oct 2000 (a)
Lesotho,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,12 Nov 2001 (a)
Liberia,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,22 Sep 2004 (a)
Libya,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,16 May 1989 (a)
Liechtenstein,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,27 Jun 1985,02 Nov 1990
Lithuania,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,01 Feb 1996 (a)
Luxembourg,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,22 Feb 1985,29 Sep 1987
Madagascar,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,01 Oct 2001,13 Dec 2005
Malawi,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,11 Jun 1996 (a)
Malaysia,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,
Maldives,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,20 Apr 2004 (a)
Mali,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,26 Feb 1999 (a)
Malta,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,13 Sep 1990 (a)
Marshall Islands,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,12 Mar 2018 (a)
Mauritania,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,17 Nov 2004 (a)
Mauritius,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,09 Dec 1992 (a)
Mexico,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,18 Mar 1985,23 Jan 1986
Micronesia (Federated States of),Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,
Monaco,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,06 Dec 1991 (a)
Mongolia,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,24 Jan 2002 (a)
Montenegro,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,23 Oct 2006 (d)
Morocco,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,08 Jan 1986,21 Jun 1993
Mozambique,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,14 Sep 1999 (a)
Myanmar,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,
Namibia,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,28 Nov 1994 (a)
Nauru,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,12 Nov 2001,26 Sep 2012
Nepal,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,14 May 1991 (a)
Netherlands,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,04 Feb 1985,21 Dec 1988
New Zealand,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,14 Jan 1986,10 Dec 1989
Nicaragua,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,15 Apr 1985,05 Jul 2005
Niger,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,05 Oct 1998 (a)
Nigeria,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,28 Jul 1988,28 Jun 2001
Niue,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,
North Macedonia,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,12 Dec 1994 (d)
Norway,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,04 Feb 1985,09 Jul 1986
Oman,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,09 Jun 2020 (a)
Pakistan,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,17 Apr 2008,23 Jun 2010
Palau,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,20 Sep 2011,
Panama,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,22 Feb 1985,24 Aug 1987
Papua New Guinea,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,
Paraguay,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,23 Oct 1989,12 Mar 1990
Peru,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,29 May 1985,07 Jul 1988
Philippines,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,18 Jun 1986 (a)
Poland,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,13 Jan 1986,26 Jul 1989
Portugal,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,04 Feb 1985,09 Feb 1989
Qatar,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,11 Jan 2000 (a)
Republic of Korea,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,09 Jan 1995 (a)
Republic of Moldova,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,28 Nov 1995 (a)
Romania,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,18 Dec 1990 (a)
Russian Federation,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,10 Dec 1985,03 Mar 1987
Rwanda,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,15 Dec 2008 (a)
Saint Kitts and Nevis,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,21 Sep 2020 (a)
Saint Lucia,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,
Saint Vincent and the Grenadines,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,01 Aug 2001 (a)
Samoa,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,28 Mar 2019 (a)
San Marino,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,18 Sep 2002,27 Nov 2006
Sao Tome and Principe,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,06 Sep 2000,10 Jan 2017
Saudi Arabia,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,23 Sep 1997 (a)
Senegal,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,04 Feb 1985,21 Aug 1986
Serbia,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,12 Mar 2001 (d)
Seychelles,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,05 May 1992 (a)
Sierra Leone,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,18 Mar 1985,25 Apr 2001
Singapore,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,
Slovakia,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,28 May 1993 (d)
Slovenia,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,16 Jul 1993 (a)
Solomon Islands,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,
Somalia,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,24 Jan 1990 (a)
South Africa,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,29 Jan 1993,10 Dec 1998
South Sudan,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,30 Apr 2015 (a)
Spain,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,04 Feb 1985,21 Oct 1987
Sri Lanka,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,03 Jan 1994 (a)
State of Palestine,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,02 Apr 2014 (a)
Sudan,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,04 Jun 1986,10 Aug 2021
Suriname,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,16 Nov 2021 (a)
Sweden,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,04 Feb 1985,08 Jan 1986
Switzerland,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,04 Feb 1985,02 Dec 1986
Syrian Arab Republic,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,19 Aug 2004 (a)
Tajikistan,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,11 Jan 1995 (a)
Thailand,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,02 Oct 2007 (a)
Timor-Leste,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,16 Apr 2003 (a)
Togo,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,25 Mar 1987,18 Nov 1987
Tonga,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,
Trinidad and Tobago,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,
Tunisia,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,26 Aug 1987,23 Sep 1988
TГјrkiye,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,25 Jan 1988,02 Aug 1988
Turkmenistan,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,25 Jun 1999 (a)
Tuvalu,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,
Uganda,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,03 Nov 1986 (a)
Ukraine,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,27 Feb 1986,24 Feb 1987
United Arab Emirates,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,19 Jul 2012 (a)
United Kingdom of Great Britain and Northern Ireland,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,15 Mar 1985,08 Dec 1988
United Republic of Tanzania,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,
United States of America,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,18 Apr 1988,21 Oct 1994
Uruguay,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,04 Feb 1985,24 Oct 1986
Uzbekistan,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,28 Sep 1995 (a)
Vanuatu,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,12 Jul 2011 (a)
Venezuela (Bolivarian Republic of),Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,15 Feb 1985,29 Jul 1991
Viet Nam,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,07 Nov 2013,05 Feb 2015
Yemen,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,05 Nov 1991 (a)
Zambia,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,07 Oct 1998 (a)
Zimbabwe,Convention against Torture and Other Cruel Inhuman or Degrading Treatment or Punishment,CAT,,
,|,,,
Command item  |,,,,
Command item,,,,
,|,,,
